0.0000,1.5000,1.2000,1.0000,1.5000,2.5000,1.3000,1.2000,1.0000,1.3000,1.3000,1.3000,1.2000,5.0000,1.3000,1.6000,1.2000,1.4000,1.1000,1.3000,1.0000,2.6000,1.1000,1.0000,1.3000,1.1111,1.1000,1.4000,1.7000,1.5000,1.3000,2.4000,4.8000,1.1000,1.6667,1.5000,1.1000,1.2727,1.8000,1.1000,1.2000,1.2000,1.3000,1.1000,1.8000,2.2000,1.2000,1.8000,1.6000,2.5000
1.5000,0.0000,1.4000,1.0000,1.2000,1.2000,1.2000,1.5000,1.3333,1.0000,1.0000,1.0000,1.2000,1.2000,1.1818,1.0000,1.1000,1.5000,1.3000,1.5000,1.1000,2.3000,1.2000,1.2000,1.0000,1.0000,1.4000,1.0000,1.2000,1.1000,1.1000,1.5000,2.0000,1.0000,1.0000,1.0000,1.3000,1.1000,1.4000,1.2000,1.1000,1.6000,1.1000,1.2000,1.1000,1.2727,1.0000,1.2000,3.5000,1.3000
1.2000,1.4000,0.0000,1.8000,2.3000,1.3000,2.3000,1.7000,1.1000,2.3000,1.8000,2.3000,1.8000,1.7000,1.2000,3.4000,1.8000,2.5000,2.0000,2.3000,2.4000,1.2000,1.3000,1.6000,1.8000,1.6000,1.8000,1.8000,2.2000,1.1000,1.0000,1.5000,2.7000,1.0000,1.1000,2.0000,2.2222,5.0000,1.4545,1.7000,1.3000,2.6000,2.1000,1.6000,1.5000,2.3000,1.3000,2.2000,1.4000,1.8000
1.0000,1.0000,1.8000,0.0000,2.3333,1.1000,4.0000,3.9000,1.0000,3.1000,3.3000,3.6000,1.6000,1.3000,1.0000,3.7000,1.6667,2.1000,1.3000,1.3000,3.0000,1.1000,2.6000,2.9000,1.5000,2.3000,2.7000,3.1000,3.1000,1.0000,1.6000,1.2000,1.2000,1.2000,1.2000,4.0000,1.4000,1.7000,1.9000,1.4000,1.0000,2.9000,1.8889,1.9000,1.6000,2.8000,1.3000,2.3000,1.0000,1.8000
1.5000,1.2000,2.3000,2.3333,0.0000,1.1000,1.8000,2.1000,1.2000,3.9000,3.4000,2.8000,1.2000,1.3000,1.1000,3.5000,1.7000,1.4000,1.2000,2.0000,2.2000,1.1000,2.4000,2.4000,1.6000,1.6000,2.5000,1.9000,1.7000,1.1000,1.2222,1.9000,1.6000,1.1000,1.1000,2.2000,2.1000,1.6000,1.3000,1.2000,1.0000,3.8000,1.9000,2.3000,1.4000,2.0000,1.3000,1.7000,1.1000,1.6000
2.5000,1.2000,1.3000,1.1000,1.1000,0.0000,1.0000,1.6000,1.0000,1.0000,1.2000,1.1000,1.2222,1.6667,2.7000,1.0000,1.1000,1.2000,2.4000,2.0000,1.0000,1.0000,1.9000,1.0000,1.3000,1.7000,1.2000,1.3000,1.0000,2.1000,1.5000,1.2000,1.3000,1.0000,1.7000,1.4000,1.0000,1.0000,2.0000,1.3000,1.1000,1.3000,1.5000,1.1000,1.1000,1.1000,1.1818,1.5000,1.4000,1.3000
1.3000,1.2000,2.3000,4.0000,1.8000,1.0000,0.0000,3.7000,1.0000,2.7000,3.4000,3.1000,1.5000,1.5000,1.1000,3.4000,1.6000,1.1000,1.0000,1.6000,3.1000,1.1000,2.9000,2.4444,1.7000,1.8000,2.7000,4.2000,2.1000,1.1000,1.0000,1.6000,1.3000,1.2000,1.7000,3.9000,1.3636,1.7000,1.2000,1.4000,1.0000,2.5000,1.6000,1.3000,1.9000,1.9000,1.0000,2.0000,1.1000,1.3000
1.2000,1.5000,1.7000,3.9000,2.1000,1.6000,3.7000,0.0000,1.2000,2.9000,3.1000,3.2000,1.3000,1.3000,1.2000,3.5000,1.2000,1.3000,1.0000,1.4000,4.7000,1.3000,2.5000,2.3000,1.6000,2.2000,2.5000,3.8000,2.2000,1.2000,1.9000,1.2000,1.0000,1.0000,1.7000,3.6000,1.3000,1.4000,1.7000,1.1000,1.4000,3.0000,1.3000,1.2727,1.3000,2.2000,1.1000,2.8000,1.1000,1.1000
1.0000,1.3333,1.1000,1.0000,1.2000,1.0000,1.0000,1.2000,0.0000,1.5000,1.5000,1.2000,1.0000,1.0000,1.0000,1.2000,1.5000,2.7000,2.5000,2.7000,1.2000,1.0000,1.1000,1.5000,1.7000,1.0000,1.1000,1.1000,1.2000,1.0000,1.2000,1.3000,1.3000,2.3000,1.0000,1.1000,2.2000,1.4000,1.0000,2.6000,1.7000,1.0000,2.0000,1.6000,1.1000,1.3000,4.6000,1.2000,1.0000,1.2727
1.3000,1.0000,2.3000,3.1000,3.9000,1.0000,2.7000,2.9000,1.5000,0.0000,3.4000,3.3000,1.2000,1.1000,1.0000,4.2000,1.6000,1.8182,1.4000,1.7000,3.1000,1.0000,2.1818,3.0000,1.2000,1.6000,2.6000,2.8182,2.3000,1.0000,1.5000,1.6000,1.1000,1.1000,1.3000,3.2000,1.4000,1.6000,1.2000,1.2000,1.0000,3.1000,1.3000,1.6000,1.6000,2.0000,1.5000,2.3000,1.0000,1.0000
1.3000,1.0000,1.8000,3.3000,3.4000,1.2000,3.4000,3.1000,1.5000,3.4000,0.0000,3.2000,1.6000,1.5000,1.0000,3.6000,1.3000,1.4000,1.3000,2.1000,3.5000,1.3000,2.3333,3.1000,1.5455,1.1000,2.1000,2.4000,1.6000,1.5000,1.2000,1.6000,1.1000,1.0000,1.2000,3.0000,1.9000,1.9000,1.4000,1.2000,1.0000,4.1000,1.5000,3.2000,1.4000,1.4000,1.1000,1.6000,1.5000,1.4000
1.3000,1.0000,2.3000,3.6000,2.8000,1.1000,3.1000,3.2000,1.2000,3.3000,3.2000,0.0000,1.3000,1.6000,1.0000,4.2500,1.4000,1.6000,1.0000,1.5000,3.9000,1.3000,2.2222,3.5000,1.4000,1.9000,3.5000,3.1000,1.9000,1.1000,1.5000,1.5000,1.6000,1.0000,1.4000,3.6000,1.8000,1.2000,1.1000,1.3000,1.0000,3.6000,1.7000,1.7000,2.2000,1.5000,1.0000,2.2000,1.3000,1.7000
1.2000,1.2000,1.8000,1.6000,1.2000,1.2222,1.5000,1.3000,1.0000,1.2000,1.6000,1.3000,0.0000,1.6000,1.6000,1.5000,1.5000,1.1000,1.2000,1.2000,1.8000,1.6000,1.4000,1.7000,1.4000,1.1000,1.5000,1.4000,1.3000,1.8000,2.5000,1.5000,1.3000,1.2000,2.4000,1.3000,1.3000,1.2000,1.5000,1.1000,1.5000,1.8000,1.4000,1.1000,1.6000,1.1000,1.1000,1.5000,1.5000,1.4000
5.0000,1.2000,1.7000,1.3000,1.3000,1.6667,1.5000,1.3000,1.0000,1.1000,1.5000,1.6000,1.6000,0.0000,2.2000,1.7000,1.2000,1.4000,1.0000,1.2000,1.5000,2.4000,1.2000,1.4444,1.5000,1.2000,1.2727,1.1000,1.5000,1.0000,1.3000,2.5000,4.9000,1.1000,1.2000,1.3000,1.6000,1.6000,1.6000,1.2000,1.0000,1.1000,1.1000,1.1000,1.9000,2.0000,1.0000,1.2000,1.6000,2.3000
1.3000,1.1818,1.2000,1.0000,1.1000,2.7000,1.1000,1.2000,1.0000,1.0000,1.0000,1.0000,1.6000,2.2000,0.0000,1.1000,1.0000,1.1000,1.2000,1.2000,1.1111,1.6000,1.2000,1.0000,1.8889,2.2000,1.0000,1.5000,1.3000,2.2000,1.1000,1.4000,2.3000,1.0000,1.3000,1.0000,1.1000,1.4000,2.7000,1.3000,1.3000,1.7000,1.2000,1.8000,1.2000,1.2000,1.1000,1.0000,1.7000,1.3000
1.6000,1.0000,3.4000,3.7000,3.5000,1.0000,3.4000,3.5000,1.2000,4.2000,3.6000,4.2500,1.5000,1.7000,1.1000,0.0000,1.9000,1.5000,1.4000,1.9000,3.7000,1.2000,2.6000,3.1000,1.4000,1.7000,2.6667,2.9000,1.8000,1.2000,1.3000,1.4444,1.2000,1.0000,1.3000,3.2000,1.9000,2.0000,1.3333,1.3000,1.0000,2.7000,1.8000,1.4000,1.5556,1.8000,1.1000,2.7000,1.0000,1.4000
1.2000,1.1000,1.8000,1.6667,1.7000,1.1000,1.6000,1.2000,1.5000,1.6000,1.3000,1.4000,1.5000,1.2000,1.0000,1.9000,0.0000,1.0000,1.2000,1.2000,1.3000,1.3000,1.3000,3.6000,1.5000,1.2000,2.0000,1.5000,1.5000,1.2000,1.1000,1.3000,1.2000,1.0000,1.3000,1.4000,1.3000,1.3000,1.5000,1.1000,1.1000,1.6000,1.1000,2.8000,1.4000,1.4000,1.5000,1.5000,1.4000,1.1000
1.4000,1.5000,2.5000,2.1000,1.4000,1.2000,1.1000,1.3000,2.7000,1.8182,1.4000,1.6000,1.1000,1.4000,1.1000,1.5000,1.0000,0.0000,3.4000,3.3333,1.2000,1.3000,1.2222,1.1000,2.0000,1.6000,1.1000,1.4000,1.4444,1.0000,1.1000,2.0000,1.0000,1.5000,1.2000,1.3000,2.9000,2.8000,1.4000,3.3000,1.2727,1.7000,3.1000,1.7000,1.2000,1.2000,1.6000,1.7000,1.3000,1.3000
1.1000,1.3000,2.0000,1.3000,1.2000,2.4000,1.0000,1.0000,2.5000,1.4000,1.3000,1.0000,1.2000,1.0000,1.2000,1.4000,1.2000,3.4000,0.0000,3.2000,1.4000,1.2000,1.7273,1.9000,2.3000,2.0000,1.2727,1.1000,1.2000,2.2000,1.1000,1.7000,1.0000,1.4000,1.0000,1.2000,2.6000,1.9000,1.2727,2.6000,1.1000,1.2000,2.8000,1.6000,1.1000,1.2000,2.4000,1.2000,1.3000,1.2000
1.3000,1.5000,2.3000,1.3000,2.0000,2.0000,1.6000,1.4000,2.7000,1.7000,2.1000,1.5000,1.2000,1.2000,1.2000,1.9000,1.2000,3.3333,3.2000,0.0000,1.3000,1.4000,1.3000,1.4000,1.5000,1.9000,1.5000,1.0000,1.5000,1.1000,1.1000,1.3000,1.4000,1.5000,1.3000,1.8000,4.5000,1.9000,1.4000,3.7000,1.7778,1.9000,3.5000,1.6000,1.4000,1.3000,2.0000,1.4000,1.4000,1.4000
1.0000,1.1000,2.4000,3.0000,2.2000,1.0000,3.1000,4.7000,1.2000,3.1000,3.5000,3.9000,1.8000,1.5000,1.1111,3.7000,1.3000,1.2000,1.4000,1.3000,0.0000,1.0000,2.3333,2.5000,2.3636,1.8000,3.0000,3.5000,2.6000,1.1000,1.8000,1.9000,1.4000,1.1000,1.2000,3.2000,1.7000,1.6000,1.5000,1.2000,1.1000,3.1000,1.3000,1.2000,2.0000,1.8000,1.0000,2.3000,1.1000,1.2000
2.6000,2.3000,1.2000,1.1000,1.1000,1.0000,1.1000,1.3000,1.0000,1.0000,1.3000,1.3000,1.6000,2.4000,1.6000,1.2000,1.3000,1.3000,1.2000,1.4000,1.0000,0.0000,1.5000,1.2000,1.0000,1.0000,1.2000,1.1000,1.5000,1.0000,1.0000,2.0000,2.4000,1.0000,1.0000,1.0000,1.5000,1.9000,1.2000,1.4000,1.1000,1.5000,1.4000,2.5000,1.4000,1.4000,1.2000,1.3000,2.7000,2.7000
1.1000,1.2000,1.3000,2.6000,2.4000,1.9000,2.9000,2.5000,1.1000,2.1818,2.3333,2.2222,1.4000,1.2000,1.2000,2.6000,1.3000,1.2222,1.7273,1.3000,2.3333,1.5000,0.0000,2.3000,1.4000,1.0000,2.2000,2.5000,1.4000,1.4000,1.3000,1.0000,1.2000,1.3000,1.2000,2.9000,1.4000,1.3000,1.4000,1.5000,1.0000,2.2000,1.3000,1.4000,1.4000,1.6000,1.2000,1.4000,1.0000,1.4000
1.0000,1.2000,1.6000,2.9000,2.4000,1.0000,2.4444,2.3000,1.5000,3.0000,3.1000,3.5000,1.7000,1.4444,1.0000,3.1000,3.6000,1.1000,1.9000,1.4000,2.5000,1.2000,2.3000,0.0000,1.3000,1.4000,4.1000,2.3000,2.0000,1.0000,1.2000,1.3000,1.2222,1.0000,1.2000,2.6364,1.8000,1.6000,1.1000,1.4000,1.0000,2.4000,1.7778,2.4000,1.5000,1.8000,1.2000,2.2000,1.0000,1.3000
1.3000,1.0000,1.8000,1.5000,1.6000,1.3000,1.7000,1.6000,1.7000,1.2000,1.5455,1.4000,1.4000,1.5000,1.8889,1.4000,1.5000,2.0000,2.3000,1.5000,2.3636,1.0000,1.4000,1.3000,0.0000,5.0000,1.0000,2.0000,1.4000,1.7000,1.6000,1.3000,1.3636,1.0000,1.2000,1.3000,2.0000,2.0000,1.6000,1.2222,1.2000,1.2000,1.7000,1.5000,1.1000,1.2000,1.6000,1.4000,1.1000,1.6000
1.1111,1.0000,1.6000,2.3000,1.6000,1.7000,1.8000,2.2000,1.0000,1.6000,1.1000,1.9000,1.1000,1.2000,2.2000,1.7000,1.2000,1.6000,2.0000,1.9000,1.8000,1.0000,1.0000,1.4000,5.0000,0.0000,1.1000,1.9000,2.1000,1.6000,1.4000,1.1000,1.0000,1.1000,1.4000,1.7000,1.5000,1.7000,1.5000,1.5000,1.4000,1.3000,1.5000,1.1000,1.2000,1.9000,1.0000,1.4000,1.3000,1.4000
1.1000,1.4000,1.8000,2.7000,2.5000,1.2000,2.7000,2.5000,1.1000,2.6000,2.1000,3.5000,1.5000,1.2727,1.0000,2.6667,2.0000,1.1000,1.2727,1.5000,3.0000,1.2000,2.2000,4.1000,1.0000,1.1000,0.0000,2.7000,1.8000,1.7000,1.7000,1.1000,1.2000,1.3000,1.2000,2.9000,1.4000,1.6000,1.5000,1.2000,1.0000,2.1000,1.4000,1.3000,2.0000,1.5000,1.3000,1.5000,1.3000,1.4000
